subject,roi,brain_metric,comparator,level,split_mode,n_repeats,n_splits,n_stimuli,n_voxels,rdm_cv,degenerate_rdm,r_hh,r_sb,r_sb_lo,r_sb_hi,ceiling_one_sided
01,LOC,euclidean_centered,kendall,L3,all,12,462,100,2700,0.08757481508298583,False,0.2014417824855195,0.33533340594960936,0.2550409863641862,0.40066488752033597,0.5790797923858243
01,LOC,euclidean_centered,l1_r0,L1,contiguous,12,1,100,2700,0.08757481508298583,False,0.9964746449827249,0.9982342099729968,,,0.9991167148902058
01,LOC,euclidean_centered,pearson,L2,contiguous,12,1,100,2700,0.08757481508298583,False,0.26417358347563535,0.4179387813963553,,,0.6464818492396792
01,LOC,euclidean_centered,spearman,L3,contiguous,12,1,100,2700,0.08757481508298583,False,0.26249933549449567,0.4158407503504624,,,0.6448571549967189
01,LOC,euclidean_centered,kendall,L3,contiguous,12,1,100,2700,0.08757481508298583,False,0.17702480452126843,0.3008004654468939,,,0.5484527923594645
01,LOC,euclidean_centered,l1_r0,L1,alternating,12,1,100,2700,0.08757481508298583,False,0.9972962174413361,0.9986462786365622,,,0.99932291009291
01,LOC,euclidean_centered,pearson,L2,alternating,12,1,100,2700,0.08757481508298583,False,0.3515847043296906,0.5202555240576753,,,0.7212874073888128
01,LOC,euclidean_centered,spearman,L3,alternating,12,1,100,2700,0.08757481508298583,False,0.3337422721039534,0.5004599150591235,,,0.7074319154937269
01,LOC,euclidean_centered,kendall,L3,alternating,12,1,100,2700,0.08757481508298583,False,0.22671320193243813,0.36962706780247806,,,0.6079696273684057
01,LOC,mahalanobis,l1_r0,L1,contiguous,12,1,100,2700,3.907974466562849e-16,True,0.999999999999,0.9999999999995001,,,0.99999999999975
01,LOC,mahalanobis,pearson,L2,contiguous,12,1,100,2700,3.907974466562849e-16,True,-0.02173589732342928,-0.04443768766319642,,,
01,LOC,mahalanobis,spearman,L3,contiguous,12,1,100,2700,3.907974466562849e-16,True,-0.005801641337564698,-0.011670993594014885,,,
01,LOC,mahalanobis,kendall,L3,contiguous,12,1,100,2700,3.907974466562849e-16,True,-0.004138183290843652,-0.008310758021666812,,,
01,LOC,mahalanobis,l1_r0,L1,alternating,12,1,100,2700,3.907974466562849e-16,True,0.999999999999,0.9999999999995001,,,0.99999999999975
01,LOC,mahalanobis,pearson,L2,alternating,12,1,100,2700,3.907974466562849e-16,True,0.009015069714153832,0.017869048708475152,,,0.1336751611499876
01,LOC,mahalanobis,spearman,L3,alternating,12,1,100,2700,3.907974466562849e-16,True,0.014836138019833977,0.029238489769949475,,,0.17099265998851962
01,LOC,mahalanobis,kendall,L3,alternating,12,1,100,2700,3.907974466562849e-16,True,0.010921280542619673,0.02160658946017556,,,0.14699180065628
01,FFA,correlation,l1_r0,L1,all,12,462,100,553,0.1317306993462841,False,0.9933512864439846,0.9966645550128416,0.9960719871511093,0.997255783010123,0.9983308845332001
01,FFA,correlation,pearson,L2,all,12,462,100,553,0.1317306993462841,False,0.35042831895912874,0.5189884039594619,0.43809764340621016,0.5980459008702361,0.7204084979783775
01,FFA,correlation,spearman,L3,all,12,462,100,553,0.1317306993462841,False,0.2909231647016421,0.45072111595252096,0.35588108446143196,0.5358221752656436,0.6713576661903258
01,FFA,correlation,kendall,L3,all,12,462,100,553,0.1317306993462841,False,0.19765516369642086,0.3300702400620586,0.2548439084406357,0.40050195197813143,0.5745173975277499
01,FFA,correlation,l1_r0,L1,contiguous,12,1,100,553,0.1317306993462841,False,0.9925709155230292,0.9962716084937833,,,0.99813406338717
01,FFA,correlation,pearson,L2,contiguous,12,1,100,553,0.1317306993462841,False,0.31910592048724173,0.48382152718922333,,,0.6955728050960757
01,FFA,correlation,spearman,L3,contiguous,12,1,100,553,0.1317306993462841,False,0.2543410109831134,0.405537264198623,,,0.6368180777888007
01,FFA,correlation,kendall,L3,contiguous,12,1,100,553,0.1317306993462841,False,0.17229910746176658,0.29395076114119784,,,0.5421722615010822
01,FFA,correlation,l1_r0,L1,alternating,12,1,100,553,0.1317306993462841,False,0.9931814466774036,0.9965790604091952,,,0.9982880648436078
01,FFA,correlation,pearson,L2,alternating,12,1,100,553,0.1317306993462841,False,0.338435327295467,0.5057178638273577,,,0.7111384280344846
01,FFA,correlation,spearman,L3,alternating,12,1,100,553,0.1317306993462841,False,0.2815832597567317,0.43943030249970877,,,0.6628953933311867
01,FFA,correlation,kendall,L3,alternating,12,1,100,553,0.1317306993462841,False,0.1926857991921641,0.32311242294102105,,,0.5684297871690233
01,FFA,euclidean_centered,l1_r0,L1,all,12,462,100,553,0.06982708990488895,False,0.998032825537388,0.9990154443723501,0.9988381503458293,0.999172651080707,0.9995076009577667
01,FFA,euclidean_centered,pearson,L2,all,12,462,100,553,0.06982708990488895,False,0.2907152403018,0.4504715389179473,0.35211990934652215,0.5348840857288414,0.6711717655845986
01,FFA,euclidean_centered,spearman,L3,all,12,462,100,553,0.06982708990488895,False,0.2049366308508968,0.34016167423871174,0.21331312474317818,0.4371020548397709,0.5832338075238024
01,FFA,euclidean_centered,kendall,L3,all,12,462,100,553,0.06982708990488895,False,0.13736800025085993,0.24155418513719712,0.14719184951912825,0.3182241285291325,0.4914816223799188
01,FFA,euclidean_centered,l1_r0,L1,contiguous,12,1,100,553,0.06982708990488895,False,0.9978848196290355,0.9989412901333535,,,0.9994705048841379
01,FFA,euclidean_centered,pearson,L2,contiguous,12,1,100,553,0.06982708990488895,False,0.27945929464780733,0.43683968035064874,,,0.6609384845434927
01,FFA,euclidean_centered,spearman,L3,contiguous,12,1,100,553,0.06982708990488895,False,0.21101815510921776,0.348497095966636,,,0.5903364260882399
01,FFA,euclidean_centered,kendall,L3,contiguous,12,1,100,553,0.06982708990488895,False,0.14249580060046818,0.24944651967311535,,,0.4994462129930663
01,FFA,euclidean_centered,l1_r0,L1,alternating,12,1,100,553,0.06982708990488895,False,0.9982231842770763,0.999110802168194,,,0.9995553022060331
01,FFA,euclidean_centered,pearson,L2,alternating,12,1,100,553,0.06982708990488895,False,0.33862861184750426,0.5059336231879087,,,0.7112901118305446
01,FFA,euclidean_centered,spearman,L3,alternating,12,1,100,553,0.06982708990488895,False,0.2585736069392165,0.4108994587421131,,,0.6410143982330764
01,FFA,euclidean_centered,kendall,L3,alternating,12,1,100,553,0.06982708990488895,False,0.17420133850119704,0.29671459704441383,,,0.5447151522074761
01,FFA,mahalanobis,l1_r0,L1,contiguous,12,1,100,553,2.120451089498687e-16,True,0.999999999999,0.9999999999995001,,,0.99999999999975
01,FFA,mahalanobis,pearson,L2,contiguous,12,1,100,553,2.120451089498687e-16,True,0.039172826254208995,0.07539232217110783,,,0.27457662349717216
01,FFA,mahalanobis,spearman,L3,contiguous,12,1,100,553,2.120451089498687e-16,True,0.0025654239765508045,0.0051177188344983405,,,0.07153823337557576
01,FFA,mahalanobis,kendall,L3,contiguous,12,1,100,553,2.120451089498687e-16,True,0.002044668704581255,0.004080993130225526,,,0.0638826512460584
01,FFA,mahalanobis,l1_r0,L1,alternating,12,1,100,553,2.120451089498687e-16,True,0.999999999999,0.9999999999995001,,,0.99999999999975
