roi,brain_metric,model_rdm,level,comparator,n_stimuli,n_cells,r_sb_model,l1_cv_model,subject,row_type,score_obs,score_per_subject,perm_p,perm_z,n_perm,perm_seed,nili_upper,nili_lower,nili_upper_ci_lo,nili_upper_ci_hi,nili_lower_ci_lo,nili_lower_ci_hi,nili_crossed,l1_baseline,l1_cv_brain,achievement_nili_lower,achievement_nili_upper,r_hh_brain,r_sb_brain,split_mode,n_splits,ceiling_one_sided,ceiling_two_sided,achievement_one_sided,achievement_two_sided,degenerate
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L1,l1_r0,100,4950,1.0,0.2607311040005725,sub-01,split_half,0.9604343422372089,,0.12487512487512488,1.1239074934532962,1000,4158468516140776211,,,,,,,False,0.9593618976460739,0.1317306993462841,,,0.9933512864439846,0.9966645550128416,all,462.0,0.9983308845332001,0.9983308845332001,0.027520463753428367,0.027520463753428367,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L1,l1_r0,100,4950,1.0,0.2607311040005725,sub-02,split_half,0.956508586931834,,0.5734265734265734,-0.1749101892313651,1000,4158468516140776212,,,,,,,False,0.956684463019404,0.15184003397546822,,,0.9921804769104702,0.996074892219777,all,462.0,0.9980355165122016,0.9980355165122016,-0.00425324321182299,-0.00425324321182299,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L1,l1_r0,100,4950,1.0,0.2607311040005725,sub-03,split_half,0.9625491488646054,,0.24375624375624375,0.6969145439765622,1000,4158468516140776213,,,,,,,False,0.9621370768234562,0.10720333215239433,,,0.9927357785984068,0.9963546489807582,all,462.0,0.9981756603828598,0.9981756603828598,0.011434190815796193,0.011434190815796193,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L2,pearson,100,4950,1.0,,F1+F2+F3,nili,0.014168683439655846,0.032316;-0.004864;0.015055,0.23876123876123875,0.707651496023092,1000,4158468516140776210,0.7374530900330454,0.39008357069832744,0.7374530900330454,1.0,0.39008357069832744,1.0,False,,,0.036322174282528936,0.019212996231422592,,,,,,,,,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L2,pearson,100,4950,1.0,,sub-01,split_half,0.032316018118148826,,0.12487512487512488,1.123907493453571,1000,4158468516140776211,,,,,,,False,,,,,0.3504283189591287,0.5189884039594619,all,462.0,0.7204084979783775,0.7204084979783775,0.04485790799086155,0.04485790799086155,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L2,pearson,100,4950,1.0,,sub-02,split_half,-0.004864493789342479,,0.5734265734265734,-0.17491018923149315,1000,4158468516140776212,,,,,,,False,,,,,0.422279832608032,0.5938069610868323,all,462.0,0.7705887107185209,0.7705887107185209,-0.006312697969331362,-0.006312697969331362,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L2,pearson,100,4950,1.0,,sub-03,split_half,0.015054525990161178,,0.24375624375624375,0.696914543976879,1000,4158468516140776213,,,,,,,False,,,,,0.1174554316859056,0.2102194474256581,all,462.0,0.45849694374734723,0.45849694374734723,0.03283451764611306,0.03283451764611306,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L3,spearman,100,4950,1.0,,F1+F2+F3,nili,-0.0016262842035298982,0.026933;-0.032976;0.001164,0.5244755244755245,-0.07172343491432567,1000,4158468516140776210,0.7043160062469829,0.31814340091197496,0.7043160062469829,0.9999999999999999,0.31814340091197496,0.9999999999999999,False,,,-0.005111796123597309,-0.002309026330660457,,,,,,,,,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L3,spearman,100,4950,1.0,,sub-01,split_half,0.026933091192045344,,0.24275724275724275,0.675018401247481,1000,4158468516140776211,,,,,,,False,,,,,0.2909231647016421,0.4507211159525209,all,462.0,0.6713576661903258,0.6713576661903258,0.04011735107588684,0.04011735107588684,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L3,spearman,100,4950,1.0,,sub-02,split_half,-0.03297568800734335,,0.8181818181818182,-0.9313996319461575,1000,4158468516140776212,,,,,,,False,,,,,0.3631668380491668,0.5328281585383873,all,462.0,0.7299507918609222,0.7299507918609222,-0.04517522054229955,-0.04517522054229955,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L3,spearman,100,4950,1.0,,sub-03,split_half,0.001163744204708312,,0.46653346653346656,0.06647607867642515,1000,4158468516140776213,,,,,,,False,,,,,0.1041722124709618,0.1886883428044997,all,462.0,0.43438271467048467,0.43438271467048467,0.002679075767531653,0.002679075767531653,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L3,kendall,100,4950,1.0,,F1+F2+F3,nili,-0.0008334166750008336,0.017901;-0.021105;0.000704,0.5184815184815185,-0.057705777830072136,1000,4158468516140776210,0.5113888934961172,0.21729149865247424,0.5113888934961172,0.9999999999999999,0.21729149865247424,0.9999999999999999,False,,,-0.0038354775965430696,-0.0016297121145967192,,,,,,,,,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L3,kendall,100,4950,1.0,,sub-01,split_half,0.017900810489212184,,0.24475524475524477,0.6724611027515599,1000,4158468516140776211,,,,,,,False,,,,,0.1976551636964208,0.3300702400620586,all,462.0,0.5745173975277499,0.5745173975277499,0.03115799550412667,0.03115799550412667,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L3,kendall,100,4950,1.0,,sub-02,split_half,-0.02110488599880396,,0.8081918081918081,-0.8941055624995504,1000,4158468516140776212,,,,,,,False,,,,,0.246437149766748,0.3954265159905816,all,462.0,0.6288294808535789,0.6288294808535789,-0.033562176458641846,-0.033562176458641846,False
FFA,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L3,kendall,100,4950,1.0,,sub-03,split_half,0.0007038254845892751,,0.46553446553446554,0.06303840695956561,1000,4158468516140776213,,,,,,,False,,,,,0.0696716089136963,0.1302672863954037,all,462.0,0.3609255967583952,0.3609255967583952,0.001950056994878139,0.001950056994878139,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L1,l1_r0,100,4950,1.0,0.5589913503125625,F1+F2+F3,nili,0.8648591757946158,0.863835;0.863018;0.867724,0.6963036963036963,-0.47229639342233043,1000,14954292733336899526,0.9960917216522428,0.9912024624946515,0.9960917216522428,1.0000000000000002,0.9912024624946515,1.0000000000000002,False,0.8654341059211667,,-0.004571341649160615,-0.0044002802541123565,,,,,,,,,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L1,l1_r0,100,4950,1.0,0.5589913503125625,sub-01,split_half,0.8638349391863105,,0.8321678321678322,-0.9613269316306216,1000,14954292733336899527,,,,,,,False,0.865404715345586,0.1317306993462841,,,0.9933512864439846,0.9966645550128416,all,462.0,0.9983308845332001,0.9983308845332001,-0.011809383877300744,-0.011809383877300744,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L1,l1_r0,100,4950,1.0,0.5589913503125625,sub-02,split_half,0.8630183667667669,,0.5184815184815185,-0.003981051930722446,1000,14954292733336899528,,,,,,,False,0.8629895010696856,0.15184003397546822,,,0.9921804769104702,0.996074892219777,all,462.0,0.9980355165122016,0.9980355165122016,0.00021374712157692412,0.00021374712157692412,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L1,l1_r0,100,4950,1.0,0.5589913503125625,sub-03,split_half,0.8677242214307701,,0.5604395604395604,-0.1801779735760757,1000,14954292733336899529,,,,,,,False,0.8679081013482283,0.10720333215239433,,,0.9927357785984068,0.9963546489807582,all,462.0,0.9981756603828598,0.9981756603828598,-0.0014115557151821554,-0.0014115557151821554,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L2,pearson,100,4950,1.0,,F1+F2+F3,nili,-0.009620205497697439,-0.024988;0.000084;-0.003957,0.7012987012987013,-0.4867164065311786,1000,14954292733336899526,0.7374530900330454,0.39008357069832744,0.7374530900330454,1.0,0.39008357069832744,1.0,False,,,-0.02466190893524521,-0.013045176198619434,,,,,,,,,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L2,pearson,100,4950,1.0,,sub-01,split_half,-0.02498791203022259,,0.8321678321678322,-0.9613269316307391,1000,14954292733336899527,,,,,,,False,,,,,0.3504283189591287,0.5189884039594619,all,462.0,0.7204084979783775,0.7204084979783775,-0.03468575412470021,-0.03468575412470021,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L2,pearson,100,4950,1.0,,sub-02,split_half,8.393442591997485e-05,,0.5184815184815185,-0.0039810519308176905,1000,14954292733336899528,,,,,,,False,,,,,0.422279832608032,0.5938069610868323,all,462.0,0.7705887107185209,0.7705887107185209,0.00010892247025227217,0.00010892247025227217,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L2,pearson,100,4950,1.0,,sub-03,split_half,-0.003956638888789699,,0.5604395604395604,-0.18017797357607243,1000,14954292733336899529,,,,,,,False,,,,,0.1174554316859056,0.2102194474256581,all,462.0,0.45849694374734723,0.45849694374734723,-0.008629586178812106,-0.008629586178812106,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L3,spearman,100,4950,1.0,,F1+F2+F3,nili,0.01029420347300209,-0.014682;0.032782;0.012782,0.3706293706293706,0.41064125426583653,1000,14954292733336899526,0.7043160062469829,0.31814340091197496,0.7043160062469829,0.9999999999999999,0.31814340091197496,0.9999999999999999,False,,,0.03235711771324883,0.014615887444977669,,,,,,,,,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L3,spearman,100,4950,1.0,,sub-01,split_half,-0.014681554701581228,,0.6723276723276723,-0.42233349137641985,1000,14954292733336899527,,,,,,,False,,,,,0.2909231647016421,0.4507211159525209,all,462.0,0.6713576661903258,0.6713576661903258,-0.021868454686594877,-0.021868454686594877,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L3,spearman,100,4950,1.0,,sub-02,split_half,0.03278182043489696,,0.1918081918081918,0.9100467296574567,1000,14954292733336899528,,,,,,,False,,,,,0.3631668380491668,0.5328281585383873,all,462.0,0.7299507918609222,0.7299507918609222,0.04490963062225556,0.04490963062225556,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L3,spearman,100,4950,1.0,,sub-03,split_half,0.012782344685690542,,0.34165834165834164,0.4422230711649569,1000,14954292733336899529,,,,,,,False,,,,,0.1041722124709618,0.1886883428044997,all,462.0,0.43438271467048467,0.43438271467048467,0.029426457945931413,0.029426457945931413,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L3,kendall,100,4950,1.0,,F1+F2+F3,nili,0.006686246855978115,-0.009767;0.021214;0.008612,0.37462537462537465,0.3994611171038766,1000,14954292733336899526,0.5113888934961172,0.21729149865247424,0.5113888934961172,0.9999999999999999,0.21729149865247424,0.9999999999999999,False,,,0.03077086263127018,0.013074681403945824,,,,,,,,,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L3,kendall,100,4950,1.0,,sub-01,split_half,-0.009766935877261195,,0.6723276723276723,-0.4220365515015152,1000,14954292733336899527,,,,,,,False,,,,,0.1976551636964208,0.3300702400620586,all,462.0,0.5745173975277499,0.5745173975277499,-0.017000243890420118,-0.017000243890420118,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L3,kendall,100,4950,1.0,,sub-02,split_half,0.02121379484887264,,0.1978021978021978,0.8824611027931748,1000,14954292733336899528,,,,,,,False,,,,,0.246437149766748,0.3954265159905816,all,462.0,0.6288294808535789,0.6288294808535789,0.03373536943604622,0.03373536943604622,False
FFA,correlation,weights_sorted_fMRI1_test_100_dot_product_rdm.csv,L3,kendall,100,4950,1.0,,sub-03,split_half,0.008611881596322897,,0.3386613386613387,0.4466903718553453,1000,14954292733336899529,,,,,,,False,,,,,0.0696716089136963,0.1302672863954037,all,462.0,0.3609255967583952,0.3609255967583952,0.023860545424512297,0.023860545424512297,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L1,l1_r0,100,4950,1.0,0.1584528529687979,F1+F2+F3,nili,0.9798015746513359,0.980134;0.976537;0.982733,0.16783216783216784,0.9557606985400299,1000,18411441143666610645,0.9960917216522428,0.9912024624946515,0.9960917216522428,1.0000000000000002,0.9912024624946515,1.0000000000000002,False,0.9792515202103225,,0.046026031079966584,0.03266317466037926,,,,,,,,,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L1,l1_r0,100,4950,1.0,0.1584528529687979,sub-01,split_half,0.9801344938457699,,0.0969030969030969,1.3200017856821062,1000,18411441143666610646,,,,,,,False,0.9792182643383615,0.1317306993462841,,,0.9933512864439846,0.9966645550128416,all,462.0,0.9983308845332001,0.9983308845332001,0.04793845626963634,0.04793845626963634,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L1,l1_r0,100,4950,1.0,0.1584528529687979,sub-02,split_half,0.9765374889694661,,0.4835164835164835,0.039266203231700735,1000,18411441143666610647,,,,,,,False,0.9764854135815823,0.15184003397546822,,,0.9921804769104702,0.996074892219777,all,462.0,0.9980355165122016,0.9980355165122016,0.0024164797751330216,0.0024164797751330216,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L1,l1_r0,100,4950,1.0,0.1584528529687979,sub-03,split_half,0.9827327411387714,,0.0969030969030969,1.3164705187695012,1000,18411441143666610648,,,,,,,False,0.9820508827110235,0.10720333215239433,,,0.9927357785984068,0.9963546489807582,all,462.0,0.9981756603828598,0.9981756603828598,0.04228637700468076,0.04228637700468076,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L2,pearson,100,4950,1.0,,F1+F2+F3,nili,0.0291077959212389,0.044635;0.002020;0.040669,0.15084915084915085,1.0411349201965305,1000,18411441143666610645,0.7374530900330454,0.39008357069832744,0.7374530900330454,1.0,0.39008357069832744,1.0,False,,,0.07461938442864983,0.03947070846219462,,,,,,,,,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L2,pearson,100,4950,1.0,,sub-01,split_half,0.0446345583446284,,0.0969030969030969,1.3200017856821022,1000,18411441143666610646,,,,,,,False,,,,,0.3504283189591287,0.5189884039594619,all,462.0,0.7204084979783775,0.7204084979783775,0.06195729016229355,0.06195729016229355,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L2,pearson,100,4950,1.0,,sub-02,split_half,0.002019521352014274,,0.4835164835164835,0.039266203231469454,1000,18411441143666610647,,,,,,,False,,,,,0.422279832608032,0.5938069610868323,all,462.0,0.7705887107185209,0.7705887107185209,0.0026207512826540236,0.0026207512826540236,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L2,pearson,100,4950,1.0,,sub-03,split_half,0.040669308067074035,,0.0969030969030969,1.3164705187700732,1000,18411441143666610648,,,,,,,False,,,,,0.1174554316859056,0.2102194474256581,all,462.0,0.45849694374734723,0.45849694374734723,0.08870137221565577,0.08870137221565577,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L3,spearman,100,4950,1.0,,F1+F2+F3,nili,0.01422326599454532,0.043485;-0.030562;0.029746,0.32667332667332666,0.4196887789020239,1000,18411441143666610645,0.7043160062469829,0.31814340091197496,0.7043160062469829,0.9999999999999999,0.31814340091197496,0.9999999999999999,False,,,0.04470709105948315,0.020194438105042355,,,,,,,,,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L3,spearman,100,4950,1.0,,sub-01,split_half,0.043485137948211273,,0.14985014985014986,1.0348315613702137,1000,18411441143666610646,,,,,,,False,,,,,0.2909231647016421,0.4507211159525209,all,462.0,0.6713576661903258,0.6713576661903258,0.06477193921828771,0.06477193921828771,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L3,spearman,100,4950,1.0,,sub-02,split_half,-0.030561599352611237,,0.7412587412587412,-0.6485848497751829,1000,18411441143666610647,,,,,,,False,,,,,0.3631668380491668,0.5328281585383873,all,462.0,0.7299507918609222,0.7299507918609222,-0.04186802684972517,-0.04186802684972517,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L3,spearman,100,4950,1.0,,sub-03,split_half,0.02974625938803592,,0.2127872127872128,0.7897500280643228,1000,18411441143666610648,,,,,,,False,,,,,0.1041722124709618,0.1886883428044997,all,462.0,0.43438271467048467,0.43438271467048467,0.06847938093163058,0.06847938093163058,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L3,kendall,100,4950,1.0,,F1+F2+F3,nili,0.009629343886769628,0.028989;-0.019764;0.019663,0.32667332667332666,0.4254405214543752,1000,18411441143666610645,0.5113888934961172,0.21729149865247424,0.5113888934961172,0.9999999999999999,0.21729149865247424,0.9999999999999999,False,,,0.04431532732060699,0.01882978689845704,,,,,,,,,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L3,kendall,100,4950,1.0,,sub-01,split_half,0.028988613147028986,,0.14885114885114886,1.0336532595937096,1000,18411441143666610646,,,,,,,False,,,,,0.1976551636964208,0.3300702400620586,all,462.0,0.5745173975277499,0.5745173975277499,0.05045732865840464,0.05045732865840464,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L3,kendall,100,4950,1.0,,sub-02,split_half,-0.019764017218048335,,0.7332667332667333,-0.6288119991251702,1000,18411441143666610647,,,,,,,False,,,,,0.246437149766748,0.3954265159905816,all,462.0,0.6288294808535789,0.6288294808535789,-0.031429851525441324,-0.031429851525441324,False
FFA,correlation,weights_sorted_fMRI1_test_100_euclidean_rdm.csv,L3,kendall,100,4950,1.0,,sub-03,split_half,0.019663435731328234,,0.21578421578421578,0.7828875402109142,1000,18411441143666610648,,,,,,,False,,,,,0.0696716089136963,0.1302672863954037,all,462.0,0.3609255967583952,0.3609255967583952,0.05448057967606826,0.05448057967606826,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L1,l1_r0,100,4950,1.0,0.6215286405986206,F1+F2+F3,nili,0.8430006719387566,0.843318;0.839044;0.846640,1.0,-6.941527190430199,1000,746654630344770256,0.998251182856892,0.9960650629245444,0.9982511828568917,1.0000000000000002,0.9960650629245444,1.0000000000000002,False,0.8463430685717399,,-0.022324018908720166,-0.022002752444870537,,,,,,,,,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L1,l1_r0,100,4950,1.0,0.6215286405986206,sub-01,split_half,0.8433178243683896,,1.0,-7.3928755059120395,1000,746654630344770257,,,,,,,False,0.8472577038155842,0.06982708990488895,,,0.998032825537388,0.99901544437235,all,462.0,0.9995076009577666,0.9995076009577666,-0.025877715001115454,-0.025877715001115454,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L1,l1_r0,100,4950,1.0,0.6215286405986206,sub-02,split_half,0.8390442783977934,,1.0,-5.208532072515117,1000,746654630344770258,,,,,,,False,0.8438424400330273,0.11413283337914046,,,0.9973408279815736,0.9986686438382608,all,462.0,0.9993341002078638,0.9993341002078638,-0.030857999907125816,-0.030857999907125816,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L1,l1_r0,100,4950,1.0,0.6215286405986206,sub-03,split_half,0.8466399130500867,,0.999000999000999,-2.931192642737659,1000,746654630344770259,,,,,,,False,0.8479290618666082,0.057316728351136645,,,0.997255438640416,0.9986258335781764,all,462.0,0.9993126805850991,0.9993126805850991,-0.008515774873361977,-0.008515774873361977,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L2,pearson,100,4950,1.0,,F1+F2+F3,nili,-0.0772989642038391,-0.107826;-0.080586;-0.043485,1.0,-6.934515158091389,1000,746654630344770256,0.7196393939825864,0.3531218334277719,0.7196393939825864,1.0,0.35312183342777187,1.0,False,,,-0.21890168459280485,-0.10741346964909144,,,,,,,,,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L2,pearson,100,4950,1.0,,sub-01,split_half,-0.10782613757918821,,1.0,-7.392875505912164,1000,746654630344770257,,,,,,,False,,,,,0.2907152403018,0.4504715389179473,all,462.0,0.6711717655845986,0.6711717655845986,-0.1606535660588618,-0.1606535660588618,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L2,pearson,100,4950,1.0,,sub-02,split_half,-0.08058608052677899,,1.0,-5.208532072515165,1000,746654630344770258,,,,,,,False,,,,,0.5574925376427441,0.7158846982169248,all,462.0,0.8460996975634283,0.8460996975634283,-0.09524419020459207,-0.09524419020459207,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L2,pearson,100,4950,1.0,,sub-03,split_half,-0.04348467450555012,,0.999000999000999,-2.9311926427376935,1000,746654630344770259,,,,,,,False,,,,,0.0455526450747402,0.087136014220468,all,462.0,0.295188099727052,0.295188099727052,-0.1473117464618613,-0.1473117464618613,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L3,spearman,100,4950,1.0,,F1+F2+F3,nili,-0.05796014618094194,-0.084344;-0.065922;-0.023614,0.999000999000999,-3.5620705881484427,1000,746654630344770256,0.7043231050386192,0.323490172889259,0.7043231050386192,0.9999999999999999,0.323490172889259,0.9999999999999999,False,,,-0.1791712733134046,-0.08229198469609185,,,,,,,,,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L3,spearman,100,4950,1.0,,sub-01,split_half,-0.08434397472533867,,1.0,-3.8650579523623434,1000,746654630344770257,,,,,,,False,,,,,0.2049366308508968,0.3401616742387117,all,462.0,0.5832338075238023,0.5832338075238023,-0.14461434443149374,-0.14461434443149374,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L3,spearman,100,4950,1.0,,sub-02,split_half,-0.0659222286599494,,0.995004995004995,-2.9523006936685565,1000,746654630344770258,,,,,,,False,,,,,0.3161556066731817,0.4804228391691792,all,462.0,0.6931254137377876,0.6931254137377876,-0.09510865905847174,-0.09510865905847174,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L3,spearman,100,4950,1.0,,sub-03,split_half,-0.023614235157537737,,0.8841158841158842,-1.1487327640456573,1000,746654630344770259,,,,,,,False,,,,,0.0418223487177254,0.0802869102764024,all,462.0,0.2833494490490539,0.2833494490490539,-0.08333961910562813,-0.08333961910562813,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L3,kendall,100,4950,1.0,,F1+F2+F3,nili,-0.038385906617872674,-0.056079;-0.043354;-0.015724,0.999000999000999,-3.5371560337247083,1000,746654630344770256,0.5101693960277464,0.2184582123104911,0.5101693960277464,0.9999999999999999,0.2184582123104911,0.9999999999999999,False,,,-0.1757128112140523,-0.07524149217250381,,,,,,,,,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L3,kendall,100,4950,1.0,,sub-01,split_half,-0.05607948549957036,,1.0,-3.8530185943116084,1000,746654630344770257,,,,,,,False,,,,,0.1373680002508599,0.2415541851371971,all,462.0,0.49148162237991877,0.49148162237991877,-0.11410291442437806,-0.11410291442437806,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L3,kendall,100,4950,1.0,,sub-02,split_half,-0.04335380476823192,,0.995004995004995,-2.9118443989869593,1000,746654630344770258,,,,,,,False,,,,,0.2155330652775499,0.3546313488861546,all,462.0,0.5955093188911107,0.5955093188911107,-0.07280121971720008,-0.07280121971720008,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L3,kendall,100,4950,1.0,,sub-03,split_half,-0.015724429585815724,,0.8831168831168831,-1.1463798826433769,1000,746654630344770259,,,,,,,False,,,,,0.0278537043562117,0.0541977992357535,all,462.0,0.2328042079425402,0.2328042079425402,-0.06754357975220433,-0.06754357975220433,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L1,l1_r0,100,4950,1.0,0.2607311040005725,F1+F2+F3,nili,0.9662374558105968,0.967823;0.964019;0.966870,0.000999000999000999,5.222823118659652,1000,17007917893613680720,0.998251182856892,0.9960650629245444,0.9982511828568917,1.0000000000000002,0.9960650629245444,1.0000000000000002,False,0.9642574718286183,,0.06224878759310103,0.058245596673211164,,,,,,,,,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L1,l1_r0,100,4950,1.0,0.2607311040005725,sub-01,split_half,0.9678233189892218,,0.000999000999000999,5.885066469450766,1000,17007917893613680721,,,,,,,False,0.9652995360938376,0.06982708990488895,,,0.998032825537388,0.99901544437235,all,462.0,0.9995076009577666,0.9995076009577666,0.07377742369886187,0.07377742369886187,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L1,l1_r0,100,4950,1.0,0.2607311040005725,sub-02,split_half,0.9640190697065681,,0.000999000999000999,3.3277951424440944,1000,17007917893613680722,,,,,,,False,0.9614084501466772,0.11413283337914046,,,0.9973408279815736,0.9986686438382608,all,462.0,0.9993341002078638,0.9993341002078638,0.06883519611869943,0.06883519611869943,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L1,l1_r0,100,4950,1.0,0.2607311040005725,sub-03,split_half,0.9668699787360004,,0.014985014985014986,2.405798828257376,1000,17007917893613680723,,,,,,,False,0.9660644292453402,0.057316728351136645,,,0.997255438640416,0.9986258335781764,all,462.0,0.9993126805850991,0.9993126805850991,0.02422832654952167,0.02422832654952167,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L2,pearson,100,4950,1.0,,F1+F2+F3,nili,0.09653914401468618,0.143254;0.091008;0.055356,0.000999000999000999,5.4469571433023765,1000,17007917893613680720,0.7196393939825864,0.3531218334277719,0.7196393939825864,1.0,0.35312183342777187,1.0,False,,,0.27338763813490574,0.1341493320431291,,,,,,,,,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L2,pearson,100,4950,1.0,,sub-01,split_half,0.14325403898291814,,0.000999000999000999,5.885066469450275,1000,17007917893613680721,,,,,,,False,,,,,0.2907152403018,0.4504715389179473,all,462.0,0.6711717655845986,0.6711717655845986,0.2134387146904819,0.2134387146904819,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L2,pearson,100,4950,1.0,,sub-02,split_half,0.09100782810225891,,0.000999000999000999,3.3277951424440095,1000,17007917893613680722,,,,,,,False,,,,,0.5574925376427441,0.7158846982169248,all,462.0,0.8460996975634283,0.8460996975634283,0.10756158921264294,0.10756158921264294,False
FFA,euclidean_centered,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L2,pearson,100,4950,1.0,,sub-03,split_half,0.05535556495888147,,0.014985014985014986,2.40579882825836,1000,17007917893613680723,,,,,,,False,,,,,0.0455526450747402,0.087136014220468,all,462.0,0.295188099727052,0.295188099727052,0.1875264111597535,0.1875264111597535,False
