roi,brain_metric,model_rdm,level,comparator,n_stimuli,n_cells,nili_upper,nili_lower,nili_upper_ci_lo,nili_upper_ci_hi,nili_lower_ci_lo,nili_lower_ci_hi,nili_crossed,n_subjects,bootstrap,n_boot,boot_seed,l1_cv_model,subject,row_type,score_obs,score_per_subject,perm_p,perm_z,n_perm,perm_seed,nili_upper_subject,nili_lower_subject,l1_baseline,l1_cv_brain,achievement_nili_lower,achievement_nili_upper,degenerate
LOC,correlation,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L3,spearman,100,4950,0.7166139740598726,0.3487817515255589,0.6647006846844156,0.7658287681330188,0.22913171291889767,0.46552678738444114,False,3,pattern,1000,274131568,,sub-02,subject,-0.051216437222104644,,0.9726027397260274,-2.043944454326286,10000,3589424845165706229,0.693716853845243,0.3164389074306153,,,-0.14684379844440193,-0.07147005092845922,False
LOC,correlation,weights_sorted_fMRI1_test_100_choice_probability_rdm.csv,L3,spearman,100,4950,0.7166139740598726,0.3487817515255589,0.6647006846844156,0.7658287681330188,0.22913171291889767,0.46552678738444114,False,3,pattern,1000,274131568,,sub-03,subject,-0.052299438592699546,,0.9792020797920208,-2.197660582792358,10000,3589424845165706230,0.7268038410675274,0.36502727776944677,,,-0.14994889601862388,-0.07298132674751603,False
LOC,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L1,cosine,100,4950,0.9932821775910973,0.9848752464191873,0.9915127324109534,0.9948540460218066,0.9808977376132256,0.9884142956901815,False,3,pattern,1000,274131568,0.2607311040005725,F1+F2+F3,group_mean,0.9566505143285647,0.958873;0.951293;0.959785,0.0015998400159984002,3.106935033532444,10000,13730506320845282528,,,0.9541403890115218,,0.08167030950392265,0.0641290397841651,False
LOC,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L1,cosine,100,4950,0.9932821775910973,0.9848752464191873,0.9915127324109534,0.9948540460218066,0.9808977376132256,0.9884142956901815,False,3,pattern,1000,274131568,0.2607311040005725,sub-01,subject,0.9588730843446692,,0.00029997000299970003,3.7056094576741865,10000,13730506320845282529,0.9937837237440482,0.9859954396678099,0.9549112253578592,0.1638855755675248,0.13222053804798664,0.10325151595737903,False
LOC,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L1,cosine,100,4950,0.9932821775910973,0.9848752464191873,0.9915127324109534,0.9948540460218066,0.9808977376132256,0.9884142956901815,False,3,pattern,1000,274131568,0.2607311040005725,sub-02,subject,0.9512929607941009,,0.1902809719028097,0.8863912562645421,10000,13730506320845282530,0.9915646607547265,0.9810331383566003,0.9501088543019571,0.19304229597369058,0.034058940834326326,0.02742680900920092,False
LOC,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L1,cosine,100,4950,0.9932821775910973,0.9848752464191873,0.9915127324109534,0.9948540460218066,0.9808977376132256,0.9884142956901815,False,3,pattern,1000,274131568,0.2607311040005725,sub-03,subject,0.959785497846924,,0.008799120087991202,2.517943506995695,10000,13730506320845282531,0.9944981482745172,0.9875971612331519,0.9574010873747489,0.1467120805157802,0.08678738695216796,0.06645312218213154,False
LOC,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L2,corr,100,4950,0.7241934905900478,0.35848481513640723,0.6734769256028614,0.7719487474199094,0.23837233883170975,0.4737874740037173,False,3,pattern,1000,274131568,,F1+F2+F3,group_mean,0.06212155485911657,0.096903;0.024566;0.064896,0.0012998700129987,3.2307207019926127,10000,13730506320845282528,,,,,0.17328922240535816,0.08578032758690234,False
LOC,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L2,corr,100,4950,0.7241934905900478,0.35848481513640723,0.6734769256028614,0.7719487474199094,0.23837233883170975,0.4737874740037173,False,3,pattern,1000,274131568,,sub-01,subject,0.09690264000219632,,0.00029997000299970003,3.705609457674325,10000,13730506320845282529,0.7400056061839155,0.3839990610796454,,,0.2703117005536869,0.1338076650250521,False
LOC,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L2,corr,100,4950,0.7241934905900478,0.35848481513640723,0.6734769256028614,0.7719487474199094,0.23837233883170975,0.4737874740037173,False,3,pattern,1000,274131568,,sub-02,subject,0.024566091742185697,,0.1902809719028097,0.8863912562659446,10000,13730506320845282530,0.6866333690730244,0.29727279570613435,,,0.06852756575711036,0.033922000213189016,False
LOC,correlation,weights_sorted_fMRI1_test_100_cosine_rdm.csv,L2,corr,100,4950,0.7241934905900478,0.35848481513640723,0.6734769256028614,0.7719487474199094,0.23837233883170975,0.4737874740037173,False,3,pattern,1000,274131568,,sub-03,subject,0.06489593283296768,,0.008799120087991202,2.517943506995402,10000,13730506320845282531,0.7459414965132034,0.394182588623442,,,0.1810284009052771,0.08961131752246589,False
